"","Isolate","level 1","level 2","level 3","level 4","level 5","level 6","level 7","level 8","level 9","level 10","level 11","level 12"
"1","1944|KM204119|USA.Hawaii",1,1,1,1,1,1,1,1,1,1,1,1
"2279","2012|KC741438|New_Caledonia",6,15,55,106,138,155,161,166,167,167,167,167
"2280","2012|KC741439|New_Caledonia",6,15,55,106,138,155,161,166,167,167,167,167
"2281","2012|KC741440|New_Caledonia",6,15,55,106,138,155,161,166,167,167,167,167
"2282","2012|KC741441|New_Caledonia",6,15,55,106,138,155,161,166,167,167,167,167
"2283","2012|KC741442|New_Caledonia",6,15,55,106,138,155,161,166,167,167,167,167
"2284","2012|KC759167|Suriname",10,25,28,37,42,49,58,60,59,59,59,59
"2285","2012|KC854412|New_Caledonia",6,15,55,106,138,155,161,166,167,167,167,167
"2286","2012|KC854413|New_Caledonia",6,15,55,106,138,155,161,166,167,167,167,167
"2287","2012|KC854414|New_Caledonia",6,15,55,106,138,155,161,166,167,167,167,167
"2288","2012|KC854415|New_Caledonia",6,15,55,106,138,155,161,166,167,167,167,167
"2289","2012|KF052647|Indonesia",8,21,33,47,53,61,70,71,71,71,71,71
"2290","2012|KJ545450|China",10,25,28,37,42,49,58,60,59,59,59,59
"2291","2012|KJ726662|Sri_Lanka",7,18,42,57,61,139,144,149,149,148,148,148
"2292","2012|KJ726663|Sri_Lanka",7,18,42,57,61,139,144,149,149,148,148,148
"2293","2012|KJ726664|Sri_Lanka",7,18,42,57,61,139,144,149,149,148,148,148
"2294","2012|KJ726665|Sri_Lanka",7,18,42,57,61,139,144,149,149,148,148,148
"2295","2012|KJ806934|Singapore",8,21,32,43,90,105,180,184,185,185,185,185
"2296","2012|KR527488|India",7,18,42,57,61,139,144,149,149,148,148,148
"2297","2012|KT175078|China",10,25,28,37,42,49,58,60,59,59,59,59
"2298","2012|KT204436|Indonesia",11,27,50,71,74,84,90,93,92,92,92,92
"2299","2012|KT204438|Indonesia",13,32,59,81,102,113,119,122,121,120,120,120
"2300","2012|KT204440|Indonesia",13,32,59,81,102,113,119,122,121,120,120,120
"2301","2012|KT204441|Indonesia",13,32,59,81,102,113,119,122,121,120,120,120
"2302","2012|KT204442|Indonesia",11,27,52,104,143,169,182,186,186,186,186,186
"2303","2012|KT204443|Indonesia",11,28,58,84,111,170,183,187,187,187,187,187
"2304","2012|KT204445|Indonesia",13,32,59,81,102,113,119,122,121,120,120,120
"2305","2012|KT204446|Indonesia",11,27,52,104,143,169,182,186,186,186,186,186
"2306","2012|KT204448|Indonesia",13,32,59,81,102,113,119,122,121,120,120,120
"2307","2012|KT204449|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2308","2012|KT204450|Indonesia",13,32,59,81,102,113,119,122,121,120,120,120
"2309","2012|KT204451|Indonesia",8,20,25,95,134,171,184,188,188,188,188,188
"2310","2012|KT204452|Indonesia",8,20,25,95,133,150,185,189,189,189,189,189
"2311","2012|KT204454|Indonesia",8,20,25,95,133,150,185,189,189,189,189,189
"2312","2012|KT824983|Indonesia",8,22,64,107,139,156,162,167,168,168,168,168
"2313","2012|KT824984|Indonesia",8,22,64,107,139,156,162,167,168,168,168,168
"2314","2012|KT824985|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"2315","2012|KT824990|Papua_New_Guinea",10,25,28,37,42,49,58,60,59,59,59,59
"2316","2012|KT824992|NA",7,18,43,99,145,172,186,190,190,190,190,190
"2317","2012|KT824993|Thailand",8,21,32,43,90,105,180,184,185,185,185,185
"2318","2012|KT824994|Thailand",7,18,43,100,148,173,187,191,191,191,191,191
"2319","2012|KT824995|Thailand",7,18,43,99,146,174,188,192,192,192,192,192
"2320","2012|KT824996|NA",8,21,32,43,90,104,110,111,110,110,110,110
"2321","2012|KT824997|Australia",8,22,64,107,139,156,162,167,168,168,168,168
"2322","2012|KT825050|Australia",8,22,64,107,139,156,162,167,168,168,168,168
"2323","2012|KT825051|Indonesia",8,22,64,107,139,156,162,167,168,168,168,168
"2324","2012|KU509250|Thailand",7,18,43,100,148,173,187,191,191,191,191,191
"2325","2012|KU509263|Thailand",8,21,32,43,90,105,180,184,185,185,185,185
"2326","2012|KU509265|NA",10,25,28,37,42,49,58,60,59,59,59,59
"2327","2012|KU509266|Thailand",8,21,32,43,90,105,180,185,193,193,193,193
"2328","2012|KU570095|China",6,15,55,106,138,155,161,166,167,167,167,167
"2329","2012|KX380798|Singapore",10,25,28,37,42,49,58,60,59,59,59,59
"2330","2012|KY216157|Indonesia",8,20,24,31,38,45,52,54,54,54,54,54
"2331","2012|KY216158|Indonesia",8,20,24,31,38,45,52,54,54,54,54,54
"2332","2012|KY216159|Indonesia",8,20,24,31,38,45,52,54,54,54,54,54
"2333","2012|KY818146|Thailand",8,21,34,88,150,175,189,193,194,194,194,194
"2334","2012|KY818153|Malaysia",13,33,61,83,109,120,126,130,129,128,128,128
"2335","2012|KY818154|Thailand",12,30,45,110,151,176,190,194,195,195,195,195
"2336","2012|KY818155|Thailand",8,21,32,43,91,177,191,195,196,196,196,196
"2337","2012|KY818156|Thailand",8,21,32,43,91,177,191,195,196,196,196,196
"2338","2012|KY818157|Thailand",8,21,32,43,91,177,191,195,196,196,196,196
"2339","2012|KY818158|Thailand",8,21,32,43,91,177,191,195,196,196,196,196
"2340","2012|KY818159|Thailand",12,30,45,110,151,176,190,194,195,195,195,195
"2341","2012|KY818160|Thailand",12,30,45,110,151,176,190,194,195,195,195,195
"2342","2012|KY818248|Vietnam",6,15,55,106,138,155,161,166,167,167,167,167
"2343","2012|KY818250|Vietnam",6,15,55,106,138,155,161,166,167,167,167,167
"2344","2012|KY818251|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"2345","2012|KY818252|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2346","2012|KY971713|Vietnam",6,15,53,76,107,119,125,129,128,127,127,127
"2347","2012|KY971714|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2348","2012|KY971715|Vietnam",6,15,53,76,107,119,125,129,128,127,127,127
"2349","2012|KY971716|Vietnam",6,15,53,76,107,119,125,129,128,127,127,127
"2350","2012|KY978432|India",7,18,42,58,152,180,192,196,197,197,197,197
"2351","2012|KY978433|India",7,18,42,58,152,180,192,196,197,197,197,197
"2352","2012|KY978434|India",7,18,42,58,152,181,193,197,198,198,198,198
"2353","2012|KY978435|India",7,18,42,58,152,181,193,197,198,198,198,198
"2354","2012|KY978436|India",7,18,42,58,152,181,193,197,198,198,198,198
"2355","2012|KY978437|India",7,18,42,58,152,180,192,196,197,197,197,197
"2356","2012|KY978438|India",7,18,42,58,152,180,192,196,197,197,197,197
"2357","2013|AB873104|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"2358","2013|AB915376|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2359","2013|AB915378|Indonesia",11,27,52,104,144,182,194,198,199,199,199,199
"2360","2013|AB915379|Indonesia",11,27,52,104,144,182,194,198,199,199,199,199
"2361","2013|AB915380|Indonesia",13,32,59,81,102,113,119,122,121,120,120,120
"2362","2013|KF887994|Thailand",10,25,28,37,42,49,58,60,59,59,59,59
"2363","2013|KF971869|China",12,31,65,111,155,183,195,199,200,200,200,200
"2364","2013|KF971870|China",12,31,65,111,155,183,195,199,200,200,200,200
"2365","2013|KF971871|China",12,31,65,111,155,183,195,199,200,200,200,200
"2366","2013|KJ415097|Sri_Lanka",7,18,42,57,61,139,144,149,149,148,148,148
"2367","2013|KJ438293|China",8,21,32,42,89,168,179,183,184,184,184,184
"2368","2013|KJ438294|China",12,31,65,111,155,183,195,199,200,200,200,200
"2369","2013|KJ438295|China",12,31,65,111,155,183,195,199,200,200,200,200
"2370","2013|KJ438296|China",12,31,65,111,155,183,195,199,200,200,200,200
"2371","2013|KJ438297|China",12,31,65,111,155,183,195,199,200,200,200,200
"2372","2013|KJ468234|Sri_Lanka",7,18,42,57,61,139,144,149,149,148,148,148
"2373","2013|KJ470712|China",7,17,40,112,156,184,196,200,201,201,201,201
"2374","2013|KJ470713|China",7,17,39,55,157,185,197,201,202,202,202,202
"2375","2013|KJ470714|China",7,17,40,112,156,184,196,200,201,201,201,201
"2376","2013|KJ470715|China",7,17,39,55,157,185,197,201,202,202,202,202
"2377","2013|KJ470716|China",7,17,40,112,156,184,196,200,201,201,201,201
"2378","2013|KJ470718|China",7,17,39,54,59,66,75,78,77,77,77,77
"2379","2013|KJ470719|China",7,17,39,55,158,186,198,202,203,203,203,203
"2380","2013|KJ470720|China",7,17,39,55,158,186,198,202,203,203,203,203
"2381","2013|KJ470721|China",7,17,39,55,157,185,197,201,202,202,202,202
"2382","2013|KJ470722|China",7,18,43,100,149,187,199,203,204,204,204,204
"2383","2013|KJ470723|China",7,17,39,55,157,185,197,201,202,202,202,202
"2384","2013|KJ470724|China",7,18,43,100,149,187,199,203,204,204,204,204
"2385","2013|KJ470725|China",7,18,43,100,149,187,199,203,204,204,204,204
"2386","2013|KJ470726|China",7,18,43,100,149,187,199,203,204,204,204,204
"2387","2013|KJ470727|China",7,17,39,55,157,185,197,201,202,202,202,202
"2388","2013|KJ470728|China",7,17,40,112,156,184,196,200,201,201,201,201
"2389","2013|KJ470729|China",7,18,43,100,149,187,199,203,204,204,204,204
"2390","2013|KJ470731|China",7,17,40,112,156,184,196,200,201,201,201,201
"2391","2013|KJ470732|China",7,17,40,112,156,184,196,200,201,201,201,201
"2392","2013|KJ470733|China",7,17,40,112,156,184,196,200,201,201,201,201
"2393","2013|KJ470734|China",7,17,40,112,156,184,196,200,201,201,201,201
"2394","2013|KJ470735|China",7,18,43,100,149,187,199,203,204,204,204,204
"2395","2013|KJ470736|China",7,17,40,112,156,184,196,200,201,201,201,201
"2396","2013|KJ470737|China",7,17,40,112,156,184,196,200,201,201,201,201
"2397","2013|KJ470738|Myanmar",7,17,39,55,157,185,197,201,202,202,202,202
"2398","2013|KJ470739|Myanmar",7,17,40,112,156,184,196,200,201,201,201,201
"2399","2013|KJ470740|Myanmar",7,17,39,54,59,66,75,78,77,77,77,77
"2400","2013|KJ470741|Myanmar",7,17,40,112,156,184,196,200,201,201,201,201
"2401","2013|KJ470742|Myanmar",7,18,43,98,128,141,149,154,154,153,153,153
"2402","2013|KJ545437|China",12,31,65,111,155,183,195,199,200,200,200,200
"2403","2013|KJ545438|China",12,31,65,111,155,183,195,199,200,200,200,200
"2404","2013|KJ545439|China",12,31,65,111,155,183,195,199,200,200,200,200
"2405","2013|KJ545441|China",12,31,65,111,155,183,195,199,200,200,200,200
"2406","2013|KJ545443|China",7,18,43,98,128,141,149,154,154,153,153,153
"2407","2013|KJ545444|China",7,18,43,98,128,141,149,154,154,153,153,153
"2408","2013|KJ545445|China",12,31,65,111,155,183,195,199,200,200,200,200
"2409","2013|KJ545446|China",12,31,65,111,155,183,195,199,200,200,200,200
"2410","2013|KJ545447|China",4,12,23,102,159,188,200,204,205,205,205,205
"2411","2013|KJ545448|China",4,12,23,102,159,188,200,204,205,205,205,205
"2412","2013|KJ545449|China",12,31,65,111,155,183,195,199,200,200,200,200
"2413","2013|KJ545452|China",12,31,65,111,155,183,195,199,200,200,200,200
"2414","2013|KJ545453|China",4,12,23,102,159,188,200,204,205,205,205,205
"2415","2013|KJ545454|China",4,12,23,102,159,188,200,204,205,205,205,205
"2416","2013|KJ545455|China",4,12,23,102,159,188,200,204,205,205,205,205
"2417","2013|KJ545456|China",12,31,65,111,155,183,195,199,200,200,200,200
"2418","2013|KJ545458|China",12,31,65,111,155,183,195,199,200,200,200,200
"2419","2013|KJ545459|China",8,22,64,107,139,156,162,167,168,168,168,168
"2420","2013|KJ545460|China",12,31,65,111,155,183,195,199,200,200,200,200
"2421","2013|KJ545461|China",12,31,65,111,155,183,195,199,200,200,200,200
"2422","2013|KJ545462|China",12,31,65,111,155,183,195,199,200,200,200,200
"2423","2013|KJ545463|China",12,31,65,111,155,183,195,199,200,200,200,200
"2424","2013|KJ545464|China",12,31,65,111,155,183,195,199,200,200,200,200
"2425","2013|KJ545465|China",12,31,65,111,155,183,195,199,200,200,200,200
"2426","2013|KJ545466|China",4,12,23,102,159,188,200,204,205,205,205,205
"2427","2013|KJ545467|China",4,12,23,102,159,188,200,204,205,205,205,205
"2428","2013|KJ545475|China",12,31,65,111,155,183,195,199,200,200,200,200
"2429","2013|KJ545476|China",12,31,65,111,155,183,195,199,200,200,200,200
"2430","2013|KJ545477|China",12,31,65,111,155,183,195,199,200,200,200,200
"2431","2013|KJ545482|Thailand",7,18,43,99,146,174,188,192,192,192,192,192
"2432","2013|KJ755855|India",7,18,42,59,160,189,201,205,206,206,206,206
"2433","2013|KJ806941|Singapore",7,17,41,113,161,190,202,206,207,207,207,207
"2434","2013|KJ806943|Singapore",8,21,32,43,92,191,203,207,208,208,208,208
"2435","2013|KJ806944|Singapore",8,21,32,43,92,191,203,207,208,208,208,208
"2436","2013|KJ806945|Singapore",12,31,65,111,155,183,195,199,200,200,200,200
"2437","2013|KJ806946|Singapore",7,18,43,98,128,141,149,154,154,153,153,153
"2438","2013|KJ806947|Singapore",8,21,33,47,53,61,70,71,71,71,71,71
"2439","2013|KJ806949|Singapore",13,33,61,83,109,120,126,130,129,128,128,128
"2440","2013|KJ806951|Singapore",13,34,66,116,164,192,204,208,209,209,209,209
"2441","2013|KJ806952|Singapore",6,15,54,82,106,116,122,125,124,123,123,123
"2442","2013|KJ806953|Singapore",8,22,64,107,139,156,162,167,168,168,168,168
"2443","2013|KR051908|Myanmar",4,12,22,78,97,165,175,180,181,181,181,181
"2444","2013|KR051909|Myanmar",4,12,22,78,97,166,205,209,210,210,210,210
"2445","2013|KR051910|Myanmar",7,18,43,98,128,141,149,154,154,153,153,153
"2446","2013|KR051911|Myanmar",7,18,43,98,128,141,149,154,154,153,153,153
"2447","2013|KR051912|Myanmar",7,18,43,98,128,141,149,154,154,153,153,153
"2448","2013|KR051913|Myanmar",7,18,43,98,128,141,149,154,154,153,153,153
"2449","2013|KR051914|Myanmar",7,18,43,98,128,141,149,154,154,153,153,153
"2450","2013|KR051915|Myanmar",7,18,43,98,128,141,149,154,154,153,153,153
"2451","2013|KR051916|Myanmar",7,18,43,98,128,141,149,154,154,153,153,153
"2452","2013|KR051917|Myanmar",7,18,43,98,128,141,149,154,154,153,153,153
"2453","2013|KR051918|Myanmar",7,18,43,98,128,141,149,154,154,153,153,153
"2454","2013|KR051919|Myanmar",7,18,43,98,128,141,149,154,154,153,153,153
"2455","2013|KR051920|Myanmar",7,17,41,113,162,193,206,210,211,211,211,211
"2456","2013|KR051921|Myanmar",7,17,41,114,165,195,207,211,212,212,212,212
"2457","2013|KR051922|Myanmar",7,17,40,112,156,184,196,200,201,201,201,201
"2458","2013|KR051923|Myanmar",7,17,40,112,156,184,196,200,201,201,201,201
"2459","2013|KR051924|Myanmar",7,17,40,112,156,184,196,200,201,201,201,201
"2460","2013|KR051925|Myanmar",7,17,40,112,156,184,196,200,201,201,201,201
"2461","2013|KR051926|Myanmar",7,17,39,54,59,66,75,78,77,77,77,77
"2462","2013|KR051927|Myanmar",7,17,41,113,162,193,206,210,211,211,211,211
"2463","2013|KR051928|Myanmar",7,17,41,113,162,193,206,210,211,211,211,211
"2464","2013|KR051929|Myanmar",4,12,23,102,159,188,200,204,205,205,205,205
"2465","2013|KR051930|Myanmar",4,12,23,101,131,146,153,158,158,157,157,157
"2466","2013|KR527487|India",7,18,42,59,160,189,201,205,206,206,206,206
"2467","2013|KT175079|China",4,12,23,102,159,188,200,204,205,205,205,205
"2468","2013|KT824998|Indonesia",8,22,64,107,139,156,162,167,168,168,168,168
"2469","2013|KT824999|Indonesia",8,22,64,107,139,156,162,167,168,168,168,168
"2470","2013|KT825000|Indonesia",13,32,59,81,102,113,119,122,121,120,120,120
"2471","2013|KT825001|Myanmar",7,17,40,112,156,184,196,200,201,201,201,201
"2472","2013|KT825002|Australia",12,31,65,111,155,183,195,199,200,200,200,200
"2473","2013|KT825003|Australia",7,18,43,99,145,172,186,190,190,190,190,190
"2474","2013|KT825004|Australia",7,18,43,99,145,172,186,190,190,190,190,190
"2475","2013|KT825005|Australia",7,18,43,99,145,172,186,190,190,190,190,190
"2476","2013|KT825006|Australia",8,22,64,107,139,156,162,167,168,168,168,168
"2477","2013|KT825008|Papua_New_Guinea",7,18,42,57,61,139,144,149,149,148,148,148
"2478","2013|KT825012|French_Polynesia",6,15,55,106,138,155,161,166,167,167,167,167
"2479","2013|KT825013|Thailand",8,21,32,43,90,105,181,212,213,213,213,213
"2480","2013|KT825014|Thailand",7,18,43,98,128,141,149,154,154,153,153,153
"2481","2013|KT825015|Australia",8,22,64,107,139,156,162,167,168,168,168,168
"2482","2013|KT825016|Australia",7,18,43,99,145,172,186,190,190,190,190,190
"2483","2013|KT825017|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2484","2013|KT825018|Australia",7,18,43,99,145,172,186,190,190,190,190,190
"2485","2013|KT825052|Indonesia",13,34,66,116,164,192,204,208,209,209,209,209
"2486","2013|KT825053|Indonesia",8,22,64,107,139,156,162,167,168,168,168,168
"2487","2013|KT825055|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"2488","2013|KT825058|Thailand",7,18,43,98,128,141,149,154,154,153,153,153
"2489","2013|KT827370|China",12,31,65,111,155,183,195,199,200,200,200,200
"2490","2013|KU509290|Thailand",4,12,23,102,159,188,200,204,205,205,205,205
"2491","2013|KU509291|Thailand",13,33,61,83,109,120,126,130,129,128,128,128
"2492","2013|KU509309|Indonesia",8,20,25,95,134,171,184,188,188,188,188,188
"2493","2013|KU509310|Sri_Lanka",7,18,42,57,61,139,144,149,149,148,148,148
"2494","2013|KU509314|Thailand",8,21,32,43,91,178,208,213,214,214,214,214
"2495","2013|KU570100|China",7,17,39,56,168,196,209,214,215,215,215,215
"2496","2013|KX056460|China",7,17,39,56,168,196,209,214,215,215,215,215
"2497","2013|KX082948|China",12,31,65,111,155,183,195,199,200,200,200,200
"2498","2013|KX082949|China",12,31,65,111,155,183,195,199,200,200,200,200
"2499","2013|KX082950|China",12,31,65,111,155,183,195,199,200,200,200,200
"2500","2013|KX082951|China",12,31,65,111,155,183,195,199,200,200,200,200
"2501","2013|KX225488|China",12,31,65,111,155,183,195,199,200,200,200,200
"2502","2013|KX225489|China",12,31,65,111,155,183,195,199,200,200,200,200
"2503","2013|KX225490|China",7,17,40,112,156,184,196,200,201,201,201,201
"2504","2013|KX595191|Vietnam",6,15,53,76,107,119,125,129,128,127,127,127
"2505","2013|KX621251|China",12,31,65,111,155,183,195,199,200,200,200,200
"2506","2013|KX685333|French_Polynesia",6,15,55,106,138,155,161,166,167,167,167,167
"2507","2013|KX685334|French_Polynesia",6,15,55,106,138,155,161,166,167,167,167,167
"2508","2013|KX685335|French_Polynesia",6,15,55,106,138,155,161,166,167,167,167,167
"2509","2013|KX685336|French_Polynesia",6,15,55,106,138,155,161,166,167,167,167,167
"2510","2013|KX685337|French_Polynesia",6,15,55,106,138,155,161,166,167,167,167,167
"2511","2013|KY038882|China",7,17,40,112,156,184,196,200,201,201,201,201
"2512","2013|KY038883|China",7,17,40,112,156,184,196,200,201,201,201,201
"2513","2013|KY038884|China",7,17,39,55,158,186,198,202,203,203,203,203
"2514","2013|KY038885|China",7,17,39,56,168,196,209,214,215,215,215,215
"2515","2013|KY818091|Indonesia",11,27,52,105,169,197,210,215,216,216,216,216
"2516","2013|KY818092|Indonesia",11,27,51,91,121,135,141,146,146,145,145,145
"2517","2013|KY818093|Indonesia",11,27,52,105,169,197,210,215,216,216,216,216
"2518","2013|KY818132|Indonesia",8,22,64,107,139,156,162,167,168,168,168,168
"2519","2013|KY818133|Indonesia",8,22,64,107,139,156,162,167,168,168,168,168
"2520","2013|KY818136|Indonesia",8,22,64,107,139,156,162,167,168,168,168,168
"2521","2013|KY818137|Indonesia",8,22,64,107,139,156,162,167,168,168,168,168
"2522","2013|KY818138|Indonesia",11,27,51,93,170,198,211,216,217,217,217,217
"2523","2013|KY818145|Indonesia",13,32,59,81,102,113,119,122,121,120,120,120
"2524","2013|KY818147|Thailand",8,21,34,88,150,175,189,193,194,194,194,194
"2525","2013|KY818148|Thailand",8,21,34,88,150,175,189,193,194,194,194,194
"2526","2013|KY818149|Thailand",8,21,34,88,150,175,189,193,194,194,194,194
"2527","2013|KY818150|Thailand",8,21,34,88,150,175,189,193,194,194,194,194
"2528","2013|KY818151|Thailand",8,21,34,88,150,175,189,193,194,194,194,194
"2529","2013|KY818152|Thailand",8,21,34,88,150,175,189,193,194,194,194,194
"2530","2013|KY882504|Thailand",8,21,34,88,150,175,189,193,194,194,194,194
"2531","2013|KY882516|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2532","2013|KY926848|French_Polynesia",6,15,55,106,138,155,161,166,167,167,167,167
"2533","2013|KY971717|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2534","2014|KJ806959|Singapore",13,32,60,117,171,199,212,217,218,218,218,218
"2535","2014|KJ806960|Singapore",13,33,61,83,109,120,126,130,129,128,128,128
"2536","2014|KJ806961|Singapore",13,33,61,83,109,120,126,130,129,128,128,128
"2537","2014|KJ806962|Singapore",8,22,64,107,139,156,162,167,168,168,168,168
"2538","2014|KJ806963|Singapore",8,22,64,107,139,156,162,167,168,168,168,168
"2539","2014|KP185303|China",12,31,65,111,155,183,195,199,200,200,200,200
"2540","2014|KP191493|China",8,22,64,107,139,156,162,167,168,168,168,168
"2541","2014|KP191501|China",12,31,65,111,155,183,195,199,200,200,200,200
"2542","2014|KP191511|China",12,31,65,111,155,183,195,199,200,200,200,200
"2543","2014|KP191512|China",12,31,65,111,155,183,195,199,200,200,200,200
"2544","2014|KP191516|China",12,31,65,111,155,183,195,199,200,200,200,200
"2545","2014|KP298004|Japan",13,34,66,116,164,192,204,208,209,209,209,209
"2546","2014|KP398852|Sri_Lanka",7,18,42,57,61,139,144,149,149,148,148,148
"2547","2014|KP723474|China",12,31,65,111,155,183,195,199,200,200,200,200
"2548","2014|KP723476|China",8,22,64,107,139,156,162,167,168,168,168,168
"2549","2014|KR028435|China",13,32,60,117,171,199,212,217,218,218,218,218
"2550","2014|KR136279|China",13,34,66,116,164,192,204,208,209,209,209,209
"2551","2014|KR136280|China",13,34,66,116,164,192,204,208,209,209,209,209
"2552","2014|KR136281|China",13,34,66,116,164,192,204,208,209,209,209,209
"2553","2014|KR136282|China",13,34,66,116,164,192,204,208,209,209,209,209
"2554","2014|KR136283|China",13,34,66,116,164,192,204,208,209,209,209,209
"2555","2014|KR136284|China",13,34,66,116,164,192,204,208,209,209,209,209
"2556","2014|KR136285|China",13,34,66,116,164,192,204,208,209,209,209,209
"2557","2014|KR136286|China",13,34,66,116,164,192,204,208,209,209,209,209
"2558","2014|KR136287|China",13,34,66,116,164,192,204,208,209,209,209,209
"2559","2014|KR136288|China",13,34,66,116,164,192,204,208,209,209,209,209
"2560","2014|KR136289|China",13,34,66,116,164,192,204,208,209,209,209,209
"2561","2014|KR136290|China",13,34,66,116,164,192,204,208,209,209,209,209
"2562","2014|KR136291|China",13,34,66,116,164,192,204,208,209,209,209,209
"2563","2014|KR136292|China",13,34,66,116,164,192,204,208,209,209,209,209
"2564","2014|KR136293|China",13,34,66,116,164,192,204,208,209,209,209,209
"2565","2014|KR136294|China",13,34,66,116,164,192,204,208,209,209,209,209
"2566","2014|KR136295|China",13,34,66,116,164,192,204,208,209,209,209,209
"2567","2014|KR136296|China",13,34,66,116,164,192,204,208,209,209,209,209
"2568","2014|KR136297|China",13,34,66,116,164,192,204,208,209,209,209,209
"2569","2014|KR136298|China",13,34,66,116,164,192,204,208,209,209,209,209
"2570","2014|KR136299|China",13,34,66,116,164,192,204,208,209,209,209,209
"2571","2014|KR136300|China",13,34,66,116,164,192,204,208,209,209,209,209
"2572","2014|KR136301|China",13,34,66,116,164,192,204,208,209,209,209,209
"2573","2014|KR136302|China",13,34,66,116,164,192,204,208,209,209,209,209
"2574","2014|KR136303|China",13,34,66,116,164,192,204,208,209,209,209,209
"2575","2014|KT037103|China",12,31,65,111,155,183,195,199,200,200,200,200
"2576","2014|KT037105|China",12,31,65,111,155,183,195,199,200,200,200,200
"2577","2014|KT037106|China",12,31,65,111,155,183,195,199,200,200,200,200
"2578","2014|KT037107|China",13,32,60,117,171,199,212,217,218,218,218,218
"2579","2014|KT037108|China",13,32,60,117,171,199,212,217,218,218,218,218
"2580","2014|KT037109|China",12,31,65,111,155,183,195,199,200,200,200,200
"2581","2014|KT175080|China",13,34,66,116,164,192,204,208,209,209,209,209
"2582","2014|KT175083|Malaysia",8,22,64,107,139,156,162,167,168,168,168,168
"2583","2014|KT175084|Malaysia",13,32,60,117,171,199,212,217,218,218,218,218
"2584","2014|KT175085|Malaysia",8,22,64,107,139,156,162,167,168,168,168,168
"2585","2014|KT175086|Malaysia",13,32,59,81,102,113,119,122,121,120,120,120
"2586","2014|KT175088|Malaysia",8,22,64,107,139,156,162,167,168,168,168,168
"2587","2014|KT175090|Indonesia",11,28,58,85,172,200,213,218,219,219,219,219
"2588","2014|KT175091|Indonesia",11,28,58,85,172,200,213,218,219,219,219,219
"2589","2014|KT175092|Indonesia",13,34,66,116,164,192,204,208,209,209,209,209
"2590","2014|KT175093|Indonesia",13,34,66,116,164,192,204,208,209,209,209,209
"2591","2014|KT175094|Indonesia",13,34,66,116,164,192,204,208,209,209,209,209
"2592","2014|KT175095|Indonesia",11,26,36,90,173,201,214,219,220,220,220,220
"2593","2014|KT175101|China",12,31,65,111,155,183,195,199,200,200,200,200
"2594","2014|KT175104|Myanmar",7,17,41,113,162,194,215,220,221,221,221,221
"2595","2014|KT175105|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2596","2014|KT175106|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2597","2014|KT187564|China",12,31,65,111,155,183,195,199,200,200,200,200
"2598","2014|KT232178|China",12,31,65,111,155,183,195,199,200,200,200,200
"2599","2014|KT232179|China",12,31,65,111,155,183,195,199,200,200,200,200
"2600","2014|KT232180|China",12,31,65,111,155,183,195,199,200,200,200,200
"2601","2014|KT232181|China",12,31,65,111,155,183,195,199,200,200,200,200
"2602","2014|KT232182|China",12,31,65,111,155,183,195,199,200,200,200,200
"2603","2014|KT232183|China",13,32,60,117,171,199,212,217,218,218,218,218
"2604","2014|KT232184|China",12,31,65,111,155,183,195,199,200,200,200,200
"2605","2014|KT232185|China",12,31,65,111,155,183,195,199,200,200,200,200
"2606","2014|KT232186|China",13,32,60,117,171,199,212,217,218,218,218,218
"2607","2014|KT232187|China",13,32,60,117,171,199,212,217,218,218,218,218
"2608","2014|KT232188|China",12,31,65,111,155,183,195,199,200,200,200,200
"2609","2014|KT232189|China",12,31,65,111,155,183,195,199,200,200,200,200
"2610","2014|KT232190|China",12,31,65,111,155,183,195,199,200,200,200,200
"2611","2014|KT232191|China",12,31,65,111,155,183,195,199,200,200,200,200
"2612","2014|KT232192|China",12,31,65,111,155,183,195,199,200,200,200,200
"2613","2014|KT232193|China",12,31,65,111,155,183,195,199,200,200,200,200
"2614","2014|KT232194|China",12,31,65,111,155,183,195,199,200,200,200,200
"2615","2014|KT382295|China",12,31,65,111,155,183,195,199,200,200,200,200
"2616","2014|KT382297|China",12,31,65,111,155,183,195,199,200,200,200,200
"2617","2014|KT382298|China",12,31,65,111,155,183,195,199,200,200,200,200
"2618","2014|KT382304|China",13,32,60,117,171,199,212,217,218,218,218,218
"2619","2014|KT428609|China",13,32,60,117,171,199,212,217,218,218,218,218
"2620","2014|KT453224|China",12,31,65,111,155,183,195,199,200,200,200,200
"2621","2014|KT453225|China",12,31,65,111,155,183,195,199,200,200,200,200
"2622","2014|KT453226|China",12,31,65,111,155,183,195,199,200,200,200,200
