"","Isolate","level 1","level 2","level 3","level 4","level 5","level 6","level 7","level 8","level 9","level 10","level 11","level 12"
"1","1956|KF289073|India",1,1,1,1,1,1,1,1,1,1,1,1
"1019","2013|KM403617|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1020","2013|KM403618|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1021","2013|KM403619|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1022","2013|KM403620|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1023","2013|KM403621|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1024","2013|KM403622|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1025","2013|KM403623|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1026","2013|KM403624|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1027","2013|KM403625|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1028","2013|KM403626|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1029","2013|KM403627|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1030","2013|KM403628|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1031","2013|KM403629|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1032","2013|KM403630|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1033","2013|KM403631|Singapore",10,28,60,116,143,158,161,162,162,162,162,162
"1034","2013|KM403632|Singapore",10,28,60,116,143,158,161,162,162,162,162,162
"1035","2013|KM403633|Singapore",10,28,60,116,143,158,161,162,162,162,162,162
"1036","2013|KM403634|Singapore",10,28,60,116,143,158,161,162,162,162,162,162
"1037","2013|KM403635|Singapore",10,28,60,116,143,158,161,162,162,162,162,162
"1038","2013|KM403636|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1039","2013|KP188545|Brazil",4,13,70,117,144,159,162,163,163,163,163,163
"1040","2013|KP188546|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1041","2013|KP188547|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1042","2013|KP188548|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1043","2013|KP188567|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1044","2013|KP685234|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1045","2013|KP849860|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1046","2013|KP849861|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1047","2013|KP849862|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1048","2013|KP849863|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1049","2013|KP849864|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1050","2013|KP849865|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1051","2013|KP849866|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1052","2013|KP849867|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1053","2013|KP849868|Bhutan",10,27,40,80,99,99,102,105,105,105,105,105
"1054","2013|KP849869|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1055","2013|KP849870|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1056","2013|KP849871|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1057","2013|KP849872|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1058","2013|KP849873|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1059","2013|KP849874|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1060","2013|KP849875|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1061","2013|KP849876|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1062","2013|KP849877|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1063","2013|KP849878|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1064","2013|KP849879|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1065","2013|KP849880|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1066","2013|KP849881|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1067","2013|KP849882|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1068","2013|KP849883|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1069","2013|KP849884|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1070","2013|KP849885|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1071","2013|KP849886|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1072","2013|KP849887|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1073","2013|KP849888|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1074","2013|KP849889|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1075","2013|KP849890|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1076","2013|KP849891|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1077","2013|KP849892|Bhutan",10,28,59,79,95,95,99,102,102,102,102,102
"1078","2013|KP858105|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1079","2013|KP858106|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1080","2013|KP858107|Brazil",11,30,66,93,112,149,151,152,152,152,152,152
"1081","2013|KP858108|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1082","2013|KP858109|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1083","2013|KP858110|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1084","2013|KP858111|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1085","2013|KP858112|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1086","2013|KP858113|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1087","2013|KP858114|Brazil",4,12,50,88,109,113,116,119,119,119,119,119
"1088","2013|KP858115|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1089","2013|KP858116|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1090","2013|KP858117|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1091","2013|KP858118|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1092","2013|KP858119|Brazil",4,12,50,88,109,113,116,119,119,119,119,119
"1093","2013|KP903770|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1094","2013|KP903771|Brazil",11,30,66,93,111,115,118,121,121,121,121,121
"1095","2013|KP903772|Brazil",11,30,66,93,111,115,118,121,121,121,121,121
"1096","2013|KP903773|Brazil",11,30,66,93,111,115,118,121,121,121,121,121
"1097","2013|KP903774|Brazil",4,13,70,117,144,159,162,163,163,163,163,163
"1098","2013|KP903775|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1099","2013|KP903776|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1100","2013|KP903777|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1101","2013|KP903778|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1102","2013|KP903779|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1103","2013|KP903781|Brazil",4,13,70,117,144,159,162,163,163,163,163,163
"1104","2013|KT825054|Barbados",7,19,37,50,65,66,72,70,70,70,70,70
"1105","2013|KT825056|Indonesia",10,28,59,79,95,95,99,102,102,102,102,102
"1106","2013|KU509295|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"1107","2013|KU570096|China",3,10,69,114,141,156,159,160,160,160,160,160
"1108","2013|KU570097|China",3,10,69,115,142,157,160,161,161,161,161,161
"1109","2013|KU570098|China",3,10,69,115,142,157,160,161,161,161,161,161
"1110","2013|KX056461|China",10,27,40,80,99,99,102,105,105,105,105,105
"1111","2013|KX225487|China",10,28,60,116,143,158,161,162,162,162,162,162
"1112","2013|KX380803|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1113","2013|KX380804|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1114","2013|KX380805|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1115","2013|KX380806|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1116","2013|KY038896|China",10,27,40,80,99,99,102,105,105,105,105,105
"1117","2013|KY461740|Costa_Rica",9,25,48,103,129,139,141,144,144,144,144,144
"1118","2013|KY461741|Costa_Rica",9,25,47,74,87,88,94,96,96,96,96,96
"1119","2013|KY461742|Costa_Rica",9,25,48,103,130,160,163,164,164,164,164,164
"1120","2013|KY461743|Costa_Rica",9,25,48,103,131,161,164,165,165,165,165,165
"1121","2013|KY461744|Costa_Rica",9,25,48,104,145,162,165,166,166,166,166,166
"1122","2013|KY461745|Costa_Rica",5,14,21,35,98,131,134,136,136,136,136,136
"1123","2013|KY461746|Costa_Rica",9,25,48,103,129,139,141,144,144,144,144,144
"1124","2013|KY461747|Costa_Rica",9,25,48,103,130,160,163,164,164,164,164,164
"1125","2013|KY461748|Costa_Rica",9,25,48,104,145,162,165,166,166,166,166,166
"1126","2013|KY461750|Costa_Rica",9,23,36,57,63,64,69,100,100,100,100,100
"1127","2013|KY461751|Costa_Rica",9,25,48,103,129,139,141,144,144,144,144,144
"1128","2013|KY461752|Costa_Rica",9,25,48,103,129,139,141,144,144,144,144,144
"1129","2013|KY461753|Costa_Rica",5,14,21,35,98,131,134,136,136,136,136,136
"1130","2013|KY461754|Costa_Rica",5,14,21,35,98,131,134,136,136,136,136,136
"1131","2013|KY581730|India",10,27,40,80,99,99,102,105,105,105,105,105
"1132","2013|KY581731|India",10,27,40,80,99,99,102,105,105,105,105,105
"1133","2013|KY581732|India",10,27,40,80,99,99,102,105,105,105,105,105
"1134","2013|KY581733|India",10,27,40,80,99,99,102,105,105,105,105,105
"1135","2013|KY581734|India",10,27,40,80,99,99,102,105,105,105,105,105
"1136","2013|KY818060|Colombia",7,20,55,76,146,163,166,167,167,167,167,167
"1137","2013|KY818061|Colombia",7,19,38,92,149,164,167,168,168,168,168,168
"1138","2013|KY818062|Colombia",7,19,38,92,149,164,167,168,168,168,168,168
"1139","2013|KY818063|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"1140","2013|KY818064|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"1141","2013|KY818065|Colombia",7,19,38,92,149,164,167,168,168,168,168,168
"1142","2013|KY818066|Colombia",7,20,57,107,134,165,168,169,169,169,169,169
"1143","2013|KY818067|Colombia",7,20,55,76,146,163,166,167,167,167,167,167
"1144","2013|KY818068|Colombia",7,19,38,92,150,166,169,170,170,170,170,170
"1145","2013|KY818069|Colombia",7,19,38,91,123,128,170,171,171,171,171,171
"1146","2013|KY818071|Colombia",7,20,57,107,133,144,171,172,172,172,172,172
"1147","2013|KY818072|Colombia",7,20,58,111,151,167,172,173,173,173,173,173
"1148","2013|KY818073|Colombia",7,20,58,111,152,168,173,174,174,174,174,174
"1149","2013|KY818074|Colombia",7,20,58,111,152,168,173,174,174,174,174,174
"1150","2013|KY818075|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"1151","2013|KY818076|Colombia",7,20,56,106,154,169,174,175,175,175,175,175
"1152","2013|KY818077|Colombia",7,20,56,106,154,169,174,175,175,175,175,175
"1153","2013|KY818078|Colombia",7,20,56,105,132,140,142,145,145,145,145,145
"1154","2013|KY818079|Colombia",7,20,56,106,154,169,174,175,175,175,175,175
"1155","2013|KY818080|Colombia",5,14,21,36,122,170,175,176,176,176,176,176
"1156","2013|KY818081|Colombia",7,20,56,105,132,140,142,145,145,145,145,145
"1157","2013|KY818083|Colombia",7,20,58,111,152,168,173,174,174,174,174,174
"1158","2013|KY818084|Colombia",7,20,56,105,132,140,142,145,145,145,145,145
"1159","2013|KY818086|Colombia",7,20,56,105,132,140,142,145,145,145,145,145
"1160","2013|KY818087|Colombia",7,20,56,105,132,140,142,145,145,145,145,145
"1161","2013|KY818088|Colombia",7,20,56,105,132,140,142,145,145,145,145,145
"1162","2013|KY818089|Colombia",7,20,58,111,151,167,172,173,173,173,173,173
"1163","2013|KY818094|Colombia",7,19,38,91,123,127,130,132,132,132,132,132
"1164","2013|KY818095|Colombia",7,20,55,75,91,93,176,177,177,177,177,177
"1165","2013|KY818096|Colombia",7,20,55,75,92,141,144,178,178,178,178,178
"1166","2013|KY818098|Colombia",7,20,55,75,92,141,144,178,178,178,178,178
"1167","2013|KY818099|Colombia",7,19,38,91,123,127,130,132,132,132,132,132
"1168","2013|KY818100|Colombia",7,20,55,75,92,142,177,179,179,179,179,179
"1169","2013|KY818101|Colombia",7,20,55,75,93,171,178,180,180,180,180,180
"1170","2013|KY818139|Honduras",9,23,36,58,155,172,179,181,181,181,181,181
"1171","2013|KY818141|Colombia",7,20,57,107,133,143,146,182,182,182,182,182
"1172","2013|KY818142|Colombia",7,20,57,107,133,143,146,182,182,182,182,182
"1173","2013|KY818143|Colombia",7,20,57,107,133,143,146,182,182,182,182,182
"1174","2013|KY818209|Mexico",5,14,21,36,121,126,180,183,183,183,183,183
"1175","2013|KY818211|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"1176","2013|KY818213|Colombia",7,20,57,107,133,144,171,172,172,172,172,172
"1177","2013|KY818214|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"1178","2013|KY818215|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"1179","2013|KY818216|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"1180","2013|KY818217|Colombia",7,20,58,111,153,173,181,184,184,184,184,184
"1181","2013|KY818219|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"1182","2013|KY818222|Colombia",7,20,57,107,133,144,171,172,172,172,172,172
"1183","2013|KY818223|Colombia",7,20,58,111,152,168,173,174,174,174,174,174
"1184","2013|KY818224|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"1185","2013|KY818227|Colombia",7,19,38,91,124,146,148,149,149,149,149,149
"1186","2013|KY818228|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"1187","2013|KY818234|Brazil",11,30,66,93,112,149,151,152,152,152,152,152
"1188","2013|KY818235|Brazil",11,30,66,93,112,149,151,152,152,152,152,152
"1189","2013|KY818236|Brazil",4,12,50,88,109,113,116,119,119,119,119,119
"1190","2013|KY818238|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1191","2013|KY818239|Brazil",4,12,50,88,109,113,116,119,119,119,119,119
"1192","2013|KY818242|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1193","2013|KY818243|Puerto_Rico",8,22,65,97,116,174,182,185,185,185,185,185
"1194","2013|KY818244|Puerto_Rico",8,22,63,84,113,116,119,122,122,122,122,122
"1195","2013|KY818245|Puerto_Rico",8,22,65,97,116,174,182,185,185,185,185,185
"1196","2013|KY818246|Puerto_Rico",8,22,65,98,156,175,183,186,186,186,186,186
"1197","2013|KY818247|Puerto_Rico",8,22,63,85,157,176,184,187,187,187,187,187
"1198","2013|KY818255|Puerto_Rico",8,22,64,96,114,117,120,123,123,123,123,123
"1199","2013|KY818256|Puerto_Rico",8,22,63,83,105,108,111,114,114,114,114,114
"1200","2013|KY818258|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"1201","2013|KY818266|Mexico",9,26,52,72,107,111,114,117,117,117,117,117
"1202","2013|KY818276|Mexico",5,14,21,36,121,125,129,141,141,141,141,141
"1203","2013|KY818277|Mexico",5,14,21,36,121,126,180,183,183,183,183,183
"1204","2013|KY818289|Brazil",4,12,49,64,73,71,77,76,76,76,76,76
"1205","2013|KY882503|Honduras",9,25,48,104,145,162,165,166,166,166,166,166
"1206","2013|KY882514|Puerto_Rico",8,22,63,85,157,176,184,187,187,187,187,187
"1207","2013|KY882515|Mexico",5,14,21,33,40,137,185,188,188,188,188,188
"1208","2013|KY882517|Mexico",5,14,21,36,121,125,129,141,141,141,141,141
"1209","2013|KY882519|Colombia",7,20,57,109,158,177,186,189,189,189,189,189
"1210","2013|KY882521|Colombia",7,20,57,107,135,178,187,190,190,190,190,190
"1211","2013|KY882522|Puerto_Rico",8,21,30,37,41,39,39,40,38,38,38,38
"1212","2013|KY882523|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"1213","2014|KJ806964|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1214","2014|KJ806965|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1215","2014|KJ806966|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1216","2014|KJ806968|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1217","2014|KM458186|USA",5,14,20,18,20,20,19,19,19,19,19,19
"1218","2014|KM458187|USA",9,23,36,59,159,179,188,191,191,191,191,191
"1219","2014|KM458188|USA",5,14,21,33,40,138,189,192,192,192,192,192
"1220","2014|KM458189|USA",5,14,20,18,20,20,19,19,19,19,19,19
"1221","2014|KM458190|USA",9,23,36,59,159,179,188,191,191,191,191,191
"1222","2014|KP188568|Brazil",4,13,70,117,144,159,162,163,163,163,163,163
"1223","2014|KP191494|China",10,28,60,116,143,158,161,162,162,162,162,162
"1224","2014|KP191495|China",10,28,60,116,143,158,161,162,162,162,162,162
"1225","2014|KP191496|China",10,28,60,116,143,158,161,162,162,162,162,162
"1226","2014|KP191497|China",10,28,60,116,143,158,161,162,162,162,162,162
"1227","2014|KP191498|China",10,28,60,116,143,158,161,162,162,162,162,162
"1228","2014|KP191502|China",10,28,60,116,143,158,161,162,162,162,162,162
"1229","2014|KP191505|China",10,28,60,116,143,158,161,162,162,162,162,162
"1230","2014|KP191506|China",10,28,60,116,143,158,161,162,162,162,162,162
"1231","2014|KP191507|China",10,28,60,116,143,158,161,162,162,162,162,162
"1232","2014|KP191509|China",10,28,60,116,143,158,161,162,162,162,162,162
"1233","2014|KP191510|China",10,28,60,116,143,158,161,162,162,162,162,162
"1234","2014|KP191513|China",10,28,60,116,143,158,161,162,162,162,162,162
"1235","2014|KP191514|China",10,28,60,116,143,158,161,162,162,162,162,162
"1236","2014|KP191515|China",10,28,60,116,143,158,161,162,162,162,162,162
"1237","2014|KP191517|China",10,28,60,116,143,158,161,162,162,162,162,162
"1238","2014|KP191520|China",10,28,60,116,143,158,161,162,162,162,162,162
"1239","2014|KP686070|China",10,28,60,116,143,158,161,162,162,162,162,162
"1240","2014|KP723473|China",10,28,60,116,143,158,161,162,162,162,162,162
"1241","2014|KP723475|China",10,28,60,116,143,158,161,162,162,162,162,162
"1242","2014|KP723477|China",10,28,60,116,143,158,161,162,162,162,162,162
"1243","2014|KR024705|China",10,28,60,116,143,158,161,162,162,162,162,162
"1244","2014|KR024706|China",10,28,60,116,143,158,161,162,162,162,162,162
"1245","2014|KR024707|China",10,28,60,116,143,158,161,162,162,162,162,162
"1246","2014|KR024708|China",10,28,59,79,95,95,99,102,102,102,102,102
"1247","2014|KT037104|China",10,28,60,116,143,158,161,162,162,162,162,162
"1248","2014|KT037110|China",10,28,60,116,143,158,161,162,162,162,162,162
"1249","2014|KT037111|China",10,28,60,116,143,158,161,162,162,162,162,162
"1250","2014|KT037113|China",10,28,60,116,143,158,161,162,162,162,162,162
"1251","2014|KT037114|China",10,28,60,116,143,158,161,162,162,162,162,162
"1252","2014|KT037115|China",10,28,60,116,143,158,161,162,162,162,162,162
"1253","2014|KT175082|Malaysia",10,28,59,79,95,95,99,102,102,102,102,102
"1254","2014|KT175087|Malaysia",10,27,40,80,99,99,102,105,105,105,105,105
"1255","2014|KT175089|Malaysia",10,28,59,79,95,95,99,102,102,102,102,102
"1256","2014|KT175100|China",10,28,60,116,143,158,161,162,162,162,162,162
"1257","2014|KT175108|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1258","2014|KT175109|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1259","2014|KT175110|India",10,27,40,80,99,99,102,105,105,105,105,105
"1260","2014|KT187559|China",10,28,60,116,143,158,161,162,162,162,162,162
"1261","2014|KT187560|China",10,28,60,116,143,158,161,162,162,162,162,162
"1262","2014|KT187561|China",10,28,60,116,143,158,161,162,162,162,162,162
"1263","2014|KT187562|China",10,28,60,116,143,158,161,162,162,162,162,162
"1264","2014|KT187563|China",10,28,60,116,143,158,161,162,162,162,162,162
"1265","2014|KT232195|China",10,28,60,116,143,158,161,162,162,162,162,162
"1266","2014|KT232196|China",10,28,60,116,143,158,161,162,162,162,162,162
"1267","2014|KT232197|China",10,28,60,116,143,158,161,162,162,162,162,162
"1268","2014|KT232198|China",10,28,60,116,143,158,161,162,162,162,162,162
"1269","2014|KT232199|China",10,28,60,116,143,158,161,162,162,162,162,162
"1270","2014|KT232200|China",10,28,60,116,143,158,161,162,162,162,162,162
"1271","2014|KT232201|China",10,28,60,116,143,158,161,162,162,162,162,162
"1272","2014|KT232202|China",10,28,60,116,143,158,161,162,162,162,162,162
"1273","2014|KT232203|China",10,28,60,116,143,158,161,162,162,162,162,162
"1274","2014|KT239343|Pakistan",10,28,59,79,95,95,99,102,102,102,102,102
"1275","2014|KT239344|Pakistan",10,27,40,80,99,99,102,105,105,105,105,105
"1276","2014|KT239345|Pakistan",2,5,10,54,160,180,190,193,193,193,193,193
"1277","2014|KT239346|Pakistan",1,1,2,61,67,68,74,72,72,72,72,72
"1278","2014|KT239347|Pakistan",1,1,2,60,66,67,73,71,71,71,71,71
"1279","2014|KT239348|Pakistan",1,2,5,14,16,15,15,15,15,15,15,15
"1280","2014|KT239349|Pakistan",3,7,12,10,10,10,10,10,10,10,10,10
"1281","2014|KT239350|Pakistan",3,7,12,9,8,8,8,8,8,8,8,8
"1282","2014|KT239351|Pakistan",2,5,8,7,6,6,6,6,6,6,6,6
"1283","2014|KT239352|Pakistan",2,5,8,6,5,5,5,5,5,5,5,5
"1284","2014|KT279761|Haiti",8,22,65,97,117,181,191,194,194,194,194,194
"1285","2014|KT382296|China",10,28,60,116,143,158,161,162,162,162,162,162
"1286","2014|KT382299|China",10,28,60,116,143,158,161,162,162,162,162,162
"1287","2014|KT382300|China",10,28,60,116,143,158,161,162,162,162,162,162
"1288","2014|KT382301|China",10,28,60,116,143,158,161,162,162,162,162,162
"1289","2014|KT382302|China",10,28,60,116,143,158,161,162,162,162,162,162
"1290","2014|KT382303|China",10,28,60,116,143,158,161,162,162,162,162,162
"1291","2014|KT382305|China",10,28,60,116,143,158,161,162,162,162,162,162
"1292","2014|KT428605|China",10,28,60,116,143,158,161,162,162,162,162,162
"1293","2014|KT428606|China",10,28,60,116,143,158,161,162,162,162,162,162
"1294","2014|KT428607|China",10,28,60,116,143,158,161,162,162,162,162,162
"1295","2014|KT428608|China",10,28,60,116,143,158,161,162,162,162,162,162
"1296","2014|KT428610|China",10,28,60,116,143,158,161,162,162,162,162,162
"1297","2014|KT428611|China",10,28,60,116,143,158,161,162,162,162,162,162
"1298","2014|KT428612|China",10,28,60,116,143,158,161,162,162,162,162,162
"1299","2014|KT428613|China",10,28,60,116,143,158,161,162,162,162,162,162
"1300","2014|KT428614|China",10,28,60,116,143,158,161,162,162,162,162,162
"1301","2014|KT428615|China",10,28,60,116,143,158,161,162,162,162,162,162
"1302","2014|KT453230|China",10,28,60,116,143,158,161,162,162,162,162,162
"1303","2014|KT453231|China",10,28,60,116,143,158,161,162,162,162,162,162
"1304","2014|KT453232|China",10,28,60,116,143,158,161,162,162,162,162,162
"1305","2014|KT453233|China",10,28,60,116,143,158,161,162,162,162,162,162
"1306","2014|KT453234|China",10,28,60,116,143,158,161,162,162,162,162,162
"1307","2014|KT453235|China",10,28,60,116,143,158,161,162,162,162,162,162
"1308","2014|KT453236|China",10,28,60,116,143,158,161,162,162,162,162,162
"1309","2014|KT453237|China",10,28,60,116,143,158,161,162,162,162,162,162
"1310","2014|KT453238|China",10,28,60,116,143,158,161,162,162,162,162,162
"1311","2014|KT453239|China",10,28,60,116,143,158,161,162,162,162,162,162
"1312","2014|KT453240|China",10,28,60,116,143,158,161,162,162,162,162,162
"1313","2014|KT453241|China",10,28,60,116,143,158,161,162,162,162,162,162
"1314","2014|KT453242|China",10,28,59,79,95,95,99,102,102,102,102,102
"1315","2014|KT453243|China",10,28,59,79,95,95,99,102,102,102,102,102
"1316","2014|KT453244|China",10,28,59,79,95,95,99,102,102,102,102,102
"1317","2014|KT819304|China",10,28,60,116,143,158,161,162,162,162,162,162
"1318","2014|KT825026|Maldives",10,27,40,80,99,99,102,105,105,105,105,105
"1319","2014|KT825063|Australia",10,27,40,80,99,99,102,105,105,105,105,105
"1320","2014|KT825065|Singapore",10,28,59,79,95,95,99,102,102,102,102,102
"1321","2014|KT827374|China",10,28,60,116,143,158,161,162,162,162,162,162
"1322","2014|KT827375|China",10,28,60,116,143,158,161,162,162,162,162,162
"1323","2014|KT827377|China",10,28,60,116,143,158,161,162,162,162,162,162
"1324","2014|KU509311|Brazil",4,13,70,117,144,159,162,163,163,163,163,163
"1325","2014|KU509312|Nicaragua",9,25,48,103,129,139,141,144,144,144,144,144
"1326","2014|KU551904|India",1,3,34,118,161,182,192,195,195,195,195,195
"1327","2014|KU551905|India",1,3,34,118,161,182,192,195,195,195,195,195
"1328","2014|KU570103|China",10,28,59,79,95,95,99,102,102,102,102,102
"1329","2014|KU570104|China",10,28,59,79,95,95,99,102,102,102,102,102
"1330","2014|KU570105|China",10,28,59,79,95,95,99,102,102,102,102,102
"1331","2014|KU570106|China",10,28,59,79,95,95,99,102,102,102,102,102
"1332","2014|KU570107|China",10,28,59,79,95,95,99,102,102,102,102,102
"1333","2014|KU570108|China",10,28,59,79,95,95,99,102,102,102,102,102
"1334","2014|KU570109|China",10,28,59,79,95,95,99,102,102,102,102,102
"1335","2014|KU570110|China",10,28,59,79,95,95,99,102,102,102,102,102
"1336","2014|KU570111|China",10,28,59,79,95,95,99,102,102,102,102,102
"1337","2014|KU570112|China",10,28,59,79,95,95,99,102,102,102,102,102
"1338","2014|KU570113|China",10,28,59,79,95,95,99,102,102,102,102,102
"1339","2014|KU570114|China",10,28,59,79,95,95,99,102,102,102,102,102
"1340","2014|KU570118|China",10,28,60,116,143,158,161,162,162,162,162,162
"1341","2014|KU666943|Malaysia",10,28,59,79,95,95,99,102,102,102,102,102
"1342","2014|KU672336|China",10,28,60,116,143,158,161,162,162,162,162,162
"1343","2014|KU672337|China",10,28,60,116,143,158,161,162,162,162,162,162
"1344","2014|KU672338|China",10,28,60,116,143,158,161,162,162,162,162,162
"1345","2014|KU672339|China",10,28,60,116,143,158,161,162,162,162,162,162
"1346","2014|KU672340|China",10,28,60,116,143,158,161,162,162,162,162,162
"1347","2014|KU672341|China",10,28,60,116,143,158,161,162,162,162,162,162
"1348","2014|KX225483|China",10,28,60,116,143,158,161,162,162,162,162,162
"1349","2014|KX225484|China",10,28,60,116,143,158,161,162,162,162,162,162
"1350","2014|KX459386|China",10,28,60,116,143,158,161,162,162,162,162,162
"1351","2014|KX459387|China",10,28,60,116,143,158,161,162,162,162,162,162
"1352","2014|KX459388|China",10,28,60,116,143,158,161,162,162,162,162,162
"1353","2014|KX459389|China",10,28,60,116,143,158,161,162,162,162,162,162
"1354","2014|KX459390|China",10,28,60,116,143,158,161,162,162,162,162,162
"1355","2014|KX459391|China",10,28,60,116,143,158,161,162,162,162,162,162
"1356","2014|KX459392|China",10,28,60,116,143,158,161,162,162,162,162,162
"1357","2014|KX620451|China",10,28,60,116,143,158,161,162,162,162,162,162
"1358","2014|KX620452|China",10,28,60,116,143,158,161,162,162,162,162,162
"1359","2014|KX620453|China",10,28,60,116,143,158,161,162,162,162,162,162
"1360","2014|KX621249|China",10,28,60,116,143,158,161,162,162,162,162,162
"1361","2014|KX901655|Colombia",7,20,58,110,136,148,150,151,151,151,151,151
"1362","2014|KY461749|Costa_Rica",9,25,48,103,129,139,141,144,144,144,144,144
"1363","2014|KY474303|Ecuador",7,20,55,76,147,183,193,196,196,196,196,196
